time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-25T15:45:59.010Z,13.0623,-81.2039,10,4.9,mb,,28,3.142,0.51,us,us1000hwdk,2018-12-02T20:38:25.329Z,"38km SSE of Mountain, Colombia",earthquake,6.8,1.9,0.032,311,reviewed,us,us
2018-11-25T15:40:36.080Z,-35.3576,-104.6603,10,4.7,mb,,168,25.123,0.62,us,us1000hybq,2018-12-02T20:34:57.040Z,"Southeast of Easter Island",earthquake,10.6,1.8,0.083,44,reviewed,us,us
2018-11-25T15:10:30.280Z,10.3772,126.2883,10,4.5,mb,,147,10.858,1.14,us,us1000hybp,2018-12-02T20:05:52.040Z,"46km NNE of San Isidro, Philippines",earthquake,14.9,1.9,0.192,11,reviewed,us,us
2018-11-25T13:27:29.430Z,18.0725,146.5039,58.27,4.6,mb,,75,4.727,0.73,us,us1000hwd8,2018-12-02T17:18:14.040Z,"77km E of Pagan, Northern Mariana Islands",earthquake,7.3,7.9,0.087,39,reviewed,us,us
2018-11-25T12:23:33.510Z,44.6544,81.5084,10,5,mb,,46,2.178,0.52,us,us1000hwcw,2018-12-02T07:30:12.040Z,"88km NNE of Yining Xian, China",earthquake,2.4,1.9,0.052,120,reviewed,us,us
2018-11-25T10:07:37.300Z,-5.6512,151.076,62.74,4.5,mb,,142,1.81,0.78,us,us1000hybg,2018-12-02T06:57:09.040Z,"103km E of Kimbe, Papua New Guinea",earthquake,9.5,9.3,0.113,23,reviewed,us,us
2018-11-25T09:42:05.470Z,-5.481,146.7628,232.51,5.2,mww,,60,3.467,0.72,us,us1000hwc9,2018-12-01T09:55:02.707Z,"110km ESE of Madang, Papua New Guinea",earthquake,4.8,5.5,0.071,19,reviewed,us,us
2018-11-25T09:40:53.060Z,-6.6404,130.3574,108.44,5,mb,,97,1.627,0.85,us,us1000hwc8,2018-12-01T09:51:01.040Z,"179km NW of Saumlaki, Indonesia",earthquake,7.5,6.9,0.06,88,reviewed,us,us
2018-11-25T09:21:33.650Z,17.8896,120.6919,30.12,4.7,mb,,65,4.916,0.68,us,us1000hwc6,2018-12-01T09:49:12.040Z,"4km SE of Nueva Era, Philippines",earthquake,8.8,5.8,0.054,103,reviewed,us,us
2018-11-25T09:19:05.270Z,33.9248,134.4666,45.58,4.6,mb,,54,0.527,0.54,us,us1000hwig,2018-12-01T09:46:28.625Z,"13km SW of Komatsushima, Japan",earthquake,7,7.9,0.1,30,reviewed,us,us
2018-11-25T07:34:35.600Z,-7.1155,68.8738,10,4.7,mb,,85,3.562,0.5,us,us1000hwbx,2018-11-25T08:21:48.040Z,"Chagos Archipelago region",earthquake,7.5,1.7,0.087,40,reviewed,us,us
2018-11-25T06:14:29.700Z,-29.1619,-177.0918,37.51,5.6,mww,,101,0.736,1.23,us,us1000hwb5,2018-11-26T18:40:40.040Z,"79km E of Raoul Island, New Zealand",earthquake,8.2,6.2,0.066,22,reviewed,us,us
2018-11-25T03:40:51.030Z,13.159,-81.1606,10,6,mww,,26,0.292,1.14,us,us1000hwaj,2018-11-26T03:45:07.230Z,"32km SE of Mountain, Colombia",earthquake,6.3,1.8,0.047,44,reviewed,us,us
2018-11-25T03:16:46.320Z,48.4158,155.0325,35,4.6,mb,,85,4.993,0.77,us,us1000hwaf,2018-11-25T03:44:22.040Z,"263km SSW of Severo-Kuril'sk, Russia",earthquake,6.6,1.8,0.058,90,reviewed,us,us
2018-11-25T02:40:12.580Z,35.78,28.4212,10,4.5,mwr,,58,0.496,1.1,us,us1000hwa8,2018-11-25T03:07:06.040Z,"50km SE of Lardos, Greece",earthquake,2.7,1.9,0.098,10,reviewed,us,us
2018-11-25T01:19:06.920Z,13.1956,-81.2093,10,4.6,mb,,31,3.176,0.79,us,us1000hw9h,2018-11-25T02:01:05.040Z,"25km SE of Mountain, Colombia",earthquake,6.2,1.9,0.045,148,reviewed,us,us
2018-11-25T01:17:28.710Z,-22.6915,-176.0066,42.45,4.8,mb,,113,6.725,1.04,us,us1000hw9i,2018-11-25T01:45:23.040Z,"184km SSW of Vaini, Tonga",earthquake,5.4,7.6,0.154,13,reviewed,us,us
2018-11-24T23:42:39.330Z,-47.9307,165.46,10,5.8,mww,,56,1.952,1.29,us,us1000hw91,2018-11-27T17:51:40.040Z,"261km SW of Riverton, New Zealand",earthquake,7.8,1.9,0.06,27,reviewed,us,us
2018-11-24T20:41:12.450Z,9.3221,-70.6725,12.88,5.1,mww,,22,0.437,0.88,us,us1000hw7f,2018-12-05T06:22:51.624Z,"7km W of Valera, Venezuela",earthquake,5.4,3.3,0.073,18,reviewed,us,us
2018-11-24T15:42:00.790Z,-21.1183,-175.5379,10,5.4,mww,,114,5.65,1.08,us,us1000hw5j,2018-11-26T18:29:36.040Z,"33km W of Havelu, Tonga",earthquake,8.4,1.7,0.073,18,reviewed,us,us
2018-11-24T13:56:01.760Z,-33.883,56.1844,10,5.3,mb,,72,11.959,1.32,us,us1000hw4l,2018-11-24T14:11:28.040Z,"Southwest Indian Ridge",earthquake,4.9,1.8,0.087,44,reviewed,us,us
2018-11-24T11:50:52.240Z,-28.984,-176.1594,10,4.7,mb,,261,1.57,0.6,us,us1000hxya,2018-12-01T09:41:16.040Z,"172km E of Raoul Island, New Zealand",earthquake,14.5,2,0.133,17,reviewed,us,us
2018-11-24T09:47:08.890Z,-6.6889,150.6475,10,5.1,mb,,85,2.904,0.91,us,us1000hw32,2018-11-24T10:03:57.040Z,"132km ESE of Kandrian, Papua New Guinea",earthquake,9.2,1.9,0.083,47,reviewed,us,us
2018-11-24T04:49:08.500Z,6.0918,126.1516,133.17,4.6,mb,,109,1.125,0.53,us,us1000hw11,2018-11-24T05:14:58.040Z,"29km S of Pondaguitan, Philippines",earthquake,11.4,10,0.095,33,reviewed,us,us
2018-11-24T04:27:32.280Z,-0.7146,131.7754,40.02,4.6,mb,,128,2.24,1.13,us,us1000hw10,2018-11-30T00:53:31.040Z,"61km ENE of Sorong, Indonesia",earthquake,13.6,5.9,0.152,13,reviewed,us,us
2018-11-23T22:04:13.530Z,-14.8083,-73.9628,93.25,4.6,mb,,139,3.963,1.27,us,us1000hvz1,2018-11-24T00:17:12.040Z,"5km W of Tambo, Peru",earthquake,8.6,7.6,0.078,49,reviewed,us,us
2018-11-23T21:48:54.280Z,-56.4623,-25.0569,10,4.8,mb,,208,6.871,0.41,us,us1000hxxs,2018-11-30T05:06:44.040Z,"134km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.4,2,0.175,10,reviewed,us,us
2018-11-23T21:43:00.060Z,-56.6117,-25.6836,10,4.5,mb,,207,6.574,0.73,us,us1000hxy0,2018-11-30T05:47:59.040Z,"93km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.1,2,0.15,13,reviewed,us,us
2018-11-23T21:41:03.310Z,-56.7272,-25.6508,10,4.9,mb,,119,6.625,0.92,us,us1000hvyw,2018-11-24T00:11:30.040Z,"94km E of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.7,1.9,0.077,52,reviewed,us,us
2018-11-23T18:28:11.970Z,-24.0751,-66.8166,170.93,4.6,mb,,39,1.677,1.27,us,us1000hvx5,2018-11-24T17:08:23.040Z,"53km WNW of San Antonio de los Cobres, Argentina",earthquake,6.8,5.8,0.045,147,reviewed,us,us
2018-11-23T17:40:46.490Z,7.0558,-77.9626,10,4.9,mb,,54,2.8,1.09,us,us1000hvw2,2018-11-24T16:58:33.040Z,"22km WSW of Jurado, Colombia",earthquake,6.3,1.8,0.047,140,reviewed,us,us
2018-11-23T16:00:13.720Z,3.3059,125.037,41.08,4.9,mb,,106,3.428,0.66,us,us1000hvti,2018-11-23T16:49:56.040Z,"201km N of Laikit, Laikit II (Dimembe), Indonesia",earthquake,8.7,5.4,0.099,32,reviewed,us,us
2018-11-23T14:30:14.620Z,37.1305,141.1742,47.07,4.8,mww,,125,0.798,1,us,us1000hvsm,2018-12-01T09:26:23.502Z,"27km ENE of Iwaki, Japan",earthquake,7.4,5.4,0.073,18,reviewed,us,us
2018-11-23T10:51:59.840Z,-56.2619,-26.9851,82.85,5.6,mb,,64,5.782,0.94,us,us1000hvn9,2018-11-23T17:59:18.040Z,"50km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10,6.6,0.052,131,reviewed,us,us
2018-11-23T07:57:19.730Z,17.4795,147.6355,10,4.6,mb,,110,4.698,0.63,us,us1000hvmb,2018-11-23T08:51:08.040Z,"209km ESE of Pagan, Northern Mariana Islands",earthquake,8.1,1.9,0.082,44,reviewed,us,us
2018-11-23T07:19:51.110Z,29.3424,142.3121,10,4.7,mb,,130,2.241,0.76,us,us1000hvm0,2018-11-23T08:14:59.040Z,"250km N of Chichi-shima, Japan",earthquake,9.4,1.9,0.09,37,reviewed,us,us
2018-11-23T05:31:04.650Z,-22.2315,-68.7306,122.62,4.5,mb,,53,0.642,1.04,us,us1000hvlj,2018-11-23T06:49:38.040Z,"33km NE of Calama, Chile",earthquake,6.6,7.2,0.163,11,reviewed,us,us
2018-11-23T00:25:35.560Z,49.4502,-28.6427,10,4.6,mb,,122,16.578,0.56,us,us1000hxx0,2018-11-30T04:17:11.040Z,"Northern Mid-Atlantic Ridge",earthquake,13.9,1.9,0.116,22,reviewed,us,us
2018-11-22T22:13:52.580Z,-21.0557,-178.5288,527.77,5.3,mww,,63,4.61,0.92,us,us1000hvka,2018-11-22T23:11:31.040Z,"48km SSE of Ndoi Island, Fiji",earthquake,10.4,5.1,0.071,19,reviewed,us,us
2018-11-22T20:49:42.830Z,11.2504,-87.8482,10,4.5,mb,,190,1.635,0.68,us,us1000hvjx,2018-11-24T19:49:52.510Z,"154km SSW of Corinto, Nicaragua",earthquake,4,1.9,0.1,29,reviewed,us,us
2018-11-22T20:15:55.730Z,-31.9179,-69.7216,116.73,4.5,mb,,91,0.958,0.87,us,us1000hvje,2018-11-24T19:13:38.115Z,"71km SSW of Calingasta, Argentina",earthquake,1.9,7.1,0.127,20,reviewed,us,us
2018-11-22T20:12:48.190Z,-12.7387,167.0128,206.25,5.1,mww,,40,7.67,0.88,us,us1000hvjf,2018-11-24T19:09:18.040Z,"139km NNW of Sola, Vanuatu",earthquake,8.9,4.5,0.073,18,reviewed,us,us
2018-11-22T16:07:05.320Z,-54.2006,-137.4542,10,5.9,mww,,29,27.419,1.13,us,us1000hvfv,2018-11-23T22:01:09.146Z,"Pacific-Antarctic Ridge",earthquake,11.2,1.7,0.057,30,reviewed,us,us
2018-11-22T16:00:15.280Z,37.3756,20.4602,19.63,4.6,mb,,143,1.185,0.85,us,us1000hvfq,2018-11-23T21:43:47.040Z,"50km SW of Mouzaki, Greece",earthquake,5.9,5.7,0.111,24,reviewed,us,us
2018-11-22T15:11:27.330Z,10.3257,-62.1864,18.84,4.7,mb,,85,1.87,0.78,us,us1000hvfd,2018-11-23T21:32:19.040Z,"29km SSE of Guiria, Venezuela",earthquake,6.2,5.5,0.082,46,reviewed,us,us
2018-11-22T11:11:30.200Z,37.2289,20.5556,10,4.6,mb,,81,1.094,0.75,us,us1000hvdp,2018-11-22T11:49:51.040Z,"59km SSW of Lithakia, Greece",earthquake,7.6,1.9,0.081,46,reviewed,us,us
2018-11-22T11:01:38.710Z,-17.1316,168.251,48.94,4.8,mb,,80,5.065,0.58,us,us1000hvdm,2018-11-22T11:31:51.040Z,"67km N of Port-Vila, Vanuatu",earthquake,10.2,8.5,0.073,57,reviewed,us,us
2018-11-22T10:11:55.910Z,-20.1541,-173.9731,10,4.8,mb,,75,6.555,0.78,us,us1000hvd6,2018-11-22T10:43:10.040Z,"55km SE of Pangai, Tonga",earthquake,7.2,1.9,0.061,83,reviewed,us,us
2018-11-22T02:11:52.090Z,27.155,53.7433,10,4.7,mb,,121,8.284,0.92,us,us1000hva5,2018-11-22T02:21:15.040Z,"68km SW of Gerash, Iran",earthquake,9,1.9,0.073,56,reviewed,us,us
2018-11-22T01:07:23.940Z,-16.1957,-172.7831,73.41,4.6,mb,,114,2.472,0.48,us,us1000hv9u,2018-11-22T01:31:18.040Z,"106km ESE of Hihifo, Tonga",earthquake,10.8,14.8,0.141,15,reviewed,us,us
2018-11-21T23:14:10.310Z,52.6642,-174.3166,193.61,4.7,mb,,66,0.349,1.02,us,us1000hv8d,2018-12-03T00:45:09.824Z,"52km N of Atka, Alaska",earthquake,7.8,4.7,0.04,189,reviewed,us,us
2018-11-21T23:00:09.300Z,-5.3265,152.8948,10,4.7,mb,,83,1.342,0.5,us,us1000hv8n,2018-12-02T02:49:53.040Z,"96km S of Taron, Papua New Guinea",earthquake,8.2,1.3,0.112,24,reviewed,us,us
2018-11-21T18:21:44.383Z,59.9503,-153.2683,143.2,5.9,ml,,,,0.79,ak,ak20386247,2018-12-03T01:00:43.257Z,"65km SSW of Redoubt Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-11-21T15:49:35.530Z,4.9958,94.7293,48.23,4.9,mww,,122,2.221,0.7,us,us1000huys,2018-11-30T03:59:01.040Z,"90km SW of Banda Aceh, Indonesia",earthquake,6.7,5.4,0.08,15,reviewed,us,us
2018-11-21T14:42:28.480Z,-5.1673,102.836,45.49,4.8,mb,,91,2.918,1.03,us,us1000huy0,2018-11-23T06:16:28.040Z,"103km W of Kuripan, Indonesia",earthquake,8,7.9,0.077,52,reviewed,us,us
2018-11-21T14:38:43.670Z,2.314,96.2226,25.18,4.6,mb,,192,1.683,0.54,us,us1000huxz,2018-11-23T06:10:36.040Z,"25km SW of Sinabang, Indonesia",earthquake,9.2,4.2,0.095,33,reviewed,us,us
2018-11-21T11:51:51.580Z,-2.5342,139.6652,55.9,4.8,mb,,107,9.932,1.04,us,us1000huwn,2018-11-21T12:16:23.040Z,"102km W of Abepura, Indonesia",earthquake,11.3,7.9,0.089,40,reviewed,us,us
2018-11-21T11:42:59.810Z,-31.5957,-71.5056,49.01,4.7,mwr,,75,0.925,0.77,us,us1000huwi,2018-11-21T16:03:54.528Z,"32km W of Illapel, Chile",earthquake,5,5.2,0.035,79,reviewed,us,us
2018-11-21T11:25:57.330Z,-6.9983,126.9291,408.03,4.6,mb,,70,3.8,0.62,us,us1000huw7,2018-11-21T11:45:24.040Z,"228km NE of Dili, East Timor",earthquake,9,8.3,0.071,58,reviewed,us,us
2018-11-21T08:46:05.400Z,10.5543,-86.0879,10,4.5,mb,,166,1.147,1.2,us,us1000huty,2018-11-21T08:59:40.040Z,"48km W of Sardinal, Costa Rica",earthquake,7.4,1.9,0.051,112,reviewed,us,us
2018-11-21T08:24:36.140Z,10.4803,-86.1861,10,4.6,mb,,167,1.228,1.4,us,us1000hutu,2018-11-21T08:55:40.040Z,"59km W of Sardinal, Costa Rica",earthquake,4.1,1.9,0.046,143,reviewed,us,us
2018-11-21T07:40:21.690Z,10.6272,-86.024,10,4.9,mb,,140,1.105,1.26,us,us1000huth,2018-11-23T05:02:32.039Z,"42km WNW of Sardinal, Costa Rica",earthquake,5.7,1.8,0.028,390,reviewed,us,us
2018-11-21T06:39:13.770Z,0.985,125.3225,71.26,4.7,mb,,68,2.054,1.16,us,us1000hut4,2018-11-27T07:05:58.040Z,"53km SSE of Bitung, Indonesia",earthquake,7.9,7.9,0.096,33,reviewed,us,us
2018-11-21T05:32:55.520Z,3.7205,96.9382,108.46,4.5,mb,,147,1.498,0.79,us,us1000husw,2018-11-21T06:23:50.040Z,"100km ESE of Meulaboh, Indonesia",earthquake,6.5,8.7,0.102,28,reviewed,us,us
2018-11-21T04:31:25.550Z,0.4751,126.0018,27.98,5.3,mb,,44,1.396,0.91,us,us1000husj,2018-11-21T16:40:15.040Z,"140km SE of Bitung, Indonesia",earthquake,6.2,4.9,0.048,146,reviewed,us,us
2018-11-21T00:06:49.880Z,-28.8586,-67.3543,117.1,4.6,mb,,78,2.561,0.73,us,us1000hur2,2018-11-30T02:30:17.040Z,"36km NNE of Chilecito, Argentina",earthquake,8.4,5.9,0.082,45,reviewed,us,us
2018-11-20T22:28:55.200Z,35.7383,140.7146,47.13,4.5,mb,,151,2.127,0.93,us,us1000hx4c,2018-12-01T04:30:09.040Z,"6km ENE of Asahi, Japan",earthquake,7.2,8.4,0.127,18,reviewed,us,us
2018-11-20T20:16:02.790Z,44.4524,148.0753,101.46,4.7,mww,,85,3.95,1.08,us,us1000hul5,2018-11-21T19:05:21.040Z,"88km S of Kuril'sk, Russia",earthquake,7.7,2.1,0.103,9,reviewed,us,us
2018-11-20T19:19:46.030Z,3.3286,128.1833,55.99,4.6,mb,,76,2.667,1.08,us,us1000hukm,2018-11-21T18:35:25.040Z,"178km N of Tobelo, Indonesia",earthquake,8.4,7,0.072,59,reviewed,us,us
2018-11-20T19:09:48.760Z,30.4087,130.0687,123,5.5,mww,,30,2.794,0.89,us,us1000hujf,2018-11-26T23:45:15.717Z,"96km WSW of Nishinoomote, Japan",earthquake,5.9,1.8,0.042,54,reviewed,us,us
2018-11-20T17:49:19.910Z,20.2441,93.6503,44.91,4.5,mb,,118,2.386,0.94,us,us1000huhk,2018-11-21T16:03:14.040Z,"79km E of Akyab, Burma",earthquake,6.1,6.1,0.099,30,reviewed,us,us
2018-11-20T15:38:31.270Z,42.0009,142.7654,73.55,4.5,mb,,114,0.292,0.61,us,us1000hx47,2018-11-27T21:03:51.040Z,"49km SE of Shizunai, Japan",earthquake,9.4,8.5,0.27,5,reviewed,us,us
2018-11-20T15:24:13.130Z,-12.2345,41.2532,10,4.6,mb,,77,8.509,0.91,us,us1000hx3y,2018-11-27T20:31:17.040Z,"71km E of Ibo, Mozambique",earthquake,9.6,1.9,0.273,7,reviewed,us,us
2018-11-20T10:21:49.620Z,-6.4747,149.3997,35,5,mb,,81,3.566,1.37,us,us1000hudc,2018-11-20T10:39:02.040Z,"33km SSW of Kandrian, Papua New Guinea",earthquake,8.1,2,0.1,32,reviewed,us,us
2018-11-20T10:16:49.180Z,37.1614,20.5799,10,4.6,mb,,140,1.074,0.97,us,us1000huda,2018-11-20T10:35:55.040Z,"65km SSW of Lithakia, Greece",earthquake,6.1,2,0.128,18,reviewed,us,us
2018-11-20T08:34:57.150Z,4.6738,125.2961,23.94,4.7,mb,,101,2.396,0.5,us,us1000hx3n,2018-12-01T09:02:07.040Z,"82km SSW of Sarangani, Philippines",earthquake,8.4,6.5,0.076,53,reviewed,us,us
2018-11-20T07:56:12.630Z,-9.8584,-78.5269,64.37,4.5,mb,,141,2.685,0.91,us,us1000huc2,2018-12-01T08:49:00.040Z,"47km WNW of Huarmey, Peru",earthquake,10.8,8.4,0.084,41,reviewed,us,us
2018-11-20T06:38:07.330Z,-9.8322,-78.5297,55.95,5.5,mww,,147,2.708,1.36,us,us1000hub0,2018-11-20T21:09:29.427Z,"near the coast of northern Peru",earthquake,9.1,6.3,0.068,21,reviewed,us,us
2018-11-20T05:42:28.970Z,54.437,-161.3389,35,4.7,mb,,123,1.091,1.47,us,us1000huak,2018-12-01T01:43:57.794Z,"113km SSW of Sand Point, Alaska",earthquake,7.8,2,0.05,120,reviewed,us,us
2018-11-20T02:29:02.230Z,2.6839,126.8045,58.04,5.3,mb,,81,1.98,0.93,us,us1000hu94,2018-11-20T17:08:20.040Z,"170km NW of Tobelo, Indonesia",earthquake,5.6,5.9,0.055,110,reviewed,us,us
2018-11-20T00:55:17.640Z,-6.0618,151.3303,10,5.1,mww,,26,2.035,0.7,us,us1000hu8b,2018-12-03T06:05:04.040Z,"143km ESE of Kimbe, Papua New Guinea",earthquake,4,1.8,0.093,11,reviewed,us,us
2018-11-20T00:46:31.870Z,-15.2434,-173.4211,35,5,mb,,54,4.64,0.63,us,us1000hu88,2018-11-25T06:18:55.040Z,"85km NNE of Hihifo, Tonga",earthquake,10.3,1.9,0.03,368,reviewed,us,us
2018-11-19T20:18:42.510Z,32.2065,-115.2535,10.95,4.82,mw,29,149,0.2168,0.38,ci,ci38138175,2018-12-05T23:50:31.040Z,"8km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.79,31.61,,6,reviewed,ci,ci
2018-11-19T16:31:33.100Z,24.3858,121.9783,26.3,4.9,mb,,52,0.408,0.82,us,us1000htya,2018-11-27T19:32:29.341Z,"27km SSE of Su'ao, Taiwan",earthquake,3.4,5.3,0.149,18,reviewed,us,us
2018-11-19T16:20:50.970Z,-25.6875,179.6244,517.96,4.5,mb,,105,4.157,0.64,us,us1000hx0k,2018-11-27T19:26:01.040Z,"South of the Fiji Islands",earthquake,9,8.7,0.118,21,reviewed,us,us
2018-11-19T16:16:42.430Z,37.1323,20.7678,10,4.5,mb,,155,0.925,0.76,us,us1000hx0l,2018-11-27T18:26:33.040Z,"65km S of Lithakia, Greece",earthquake,5.8,1.9,0.139,15,reviewed,us,us
2018-11-19T13:05:56.210Z,37.282,20.6169,10.58,5.2,mww,,40,1.049,1.08,us,us1000htwc,2018-11-27T17:29:58.344Z,"51km SSW of Lithakia, Greece",earthquake,5.6,3.7,0.056,31,reviewed,us,us
2018-11-19T06:19:01.530Z,23.9951,122.5245,23.92,5,mb,,89,0.646,0.99,us,us1000htt8,2018-11-19T16:40:06.025Z,"71km SW of Yonakuni, Japan",earthquake,5.2,5.5,0.057,96,reviewed,us,us
2018-11-19T04:47:29.650Z,40.6059,22.3813,10,4.5,mb,,67,0.508,1.06,us,us1000htt1,2018-11-29T00:44:21.499Z,"2km NW of Loutros, Greece",earthquake,3.7,1.9,0.118,21,reviewed,us,us
2018-11-19T04:07:54.030Z,21.5181,94.3974,77.05,4.9,mb,,57,1.341,0.84,us,us1000htsq,2018-11-28T03:45:33.040Z,"75km WNW of Pakokku, Burma",earthquake,7.4,5.1,0.062,80,reviewed,us,us
2018-11-19T03:56:15.150Z,-14.9254,168.0837,10,5.1,mb,,60,6.662,0.88,us,us1000htsn,2018-11-28T03:21:17.040Z,"112km E of Port-Olry, Vanuatu",earthquake,9.9,1.2,0.071,64,reviewed,us,us
2018-11-19T03:37:22.100Z,-12.9118,45.4375,10,4.5,mb,,54,5.873,0.83,us,us1000htsl,2018-11-28T02:26:36.040Z,"21km SE of Pamandzi, Mayotte",earthquake,11.1,1.8,0.14,15,reviewed,us,us
2018-11-19T02:26:49.170Z,23.4678,143.2801,10,4.5,mb,,97,3.746,0.83,us,us1000htsi,2018-11-28T02:13:12.040Z,"245km SE of Iwo Jima, Japan",earthquake,9,1.8,0.097,31,reviewed,us,us
2018-11-19T01:10:25.910Z,19.6249,38.8314,10,4.5,mb,,63,7.319,0.74,us,us1000hts6,2018-11-27T23:09:23.040Z,"167km ENE of Sawakin, Sudan",earthquake,4.5,1.9,0.072,56,reviewed,us,us
2018-11-18T23:02:08.410Z,24.1937,125.2046,30.25,4.5,mwr,,76,2.019,1.14,us,us1000htrh,2018-11-19T00:57:49.040Z,"67km S of Hirara, Japan",earthquake,8.3,5.1,0.06,27,reviewed,us,us
2018-11-18T20:25:45.970Z,-17.8972,-178.9,533.6,6.7,mww,,72,2.906,1.02,us,us1000htm5,2018-11-19T18:58:10.040Z,"245km SE of Lambasa, Fiji",earthquake,10.5,6.9,0.056,31,reviewed,us,us
2018-11-18T19:48:47.810Z,-35.4258,-105.7322,10,4.8,mb,,173,8.826,1.07,us,us1000htm4,2018-11-18T21:01:51.040Z,"Southern East Pacific Rise",earthquake,15,1.9,0.064,75,reviewed,us,us
2018-11-18T19:47:44.510Z,-10.5795,163.1353,20.7,5.2,mww,,101,3.338,1.05,us,us1000htln,2018-11-20T17:20:52.040Z,"133km E of Kirakira, Solomon Islands",earthquake,7.7,4.7,0.073,18,reviewed,us,us
2018-11-18T19:18:07.470Z,-1.3154,149.7104,10,4.6,mb,,117,2.452,0.85,us,us1000htld,2018-11-18T21:09:37.040Z,"184km NW of Kavieng, Papua New Guinea",earthquake,7.4,1.9,0.114,23,reviewed,us,us
2018-11-18T16:48:38.930Z,41.749,81.5708,35,4.5,mb,,110,1.851,0.65,us,us1000htki,2018-11-25T16:22:43.040Z,"113km W of Kuqa, China",earthquake,4.2,2,0.164,11,reviewed,us,us
2018-11-18T16:37:21.590Z,-14.8872,-174.8492,9.76,4.6,mb,,108,3.131,1.15,us,us1000hvwa,2018-11-25T16:21:48.040Z,"166km NW of Hihifo, Tonga",earthquake,10.1,4.9,0.152,16,reviewed,us,us
2018-11-18T16:04:23.790Z,14.9332,-44.9834,10,5,mb,,97,12.332,0.63,us,us1000htk7,2018-11-25T16:09:59.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.5,1.9,0.034,284,reviewed,us,us
2018-11-18T15:06:51.280Z,-22.434,-174.5116,10,4.7,mb,,64,5.437,1.03,us,us1000hvw9,2018-11-25T15:34:55.040Z,"130km SSE of `Ohonua, Tonga",earthquake,11,1.9,0.184,18,reviewed,us,us
2018-11-18T11:41:08.620Z,-6.3265,148.8022,51.44,4.5,mb,,116,3.464,0.78,us,us1000hvw5,2018-11-30T11:23:57.040Z,"83km W of Kandrian, Papua New Guinea",earthquake,7,9.2,0.113,23,reviewed,us,us
2018-11-18T11:36:07.900Z,76.3268,7.1779,10,4.5,mb,,117,2.757,1.31,us,us1000htjb,2018-11-30T11:19:44.040Z,"296km SW of Longyearbyen, Svalbard and Jan Mayen",earthquake,4.7,1.9,0.135,16,reviewed,us,us
